ticket_id,created_at,customer_age,membership_tier,issue_type,contact_channel,region,monthly_spend,tenure_months,previous_tickets,avg_response_minutes,satisfaction_score,reopened_count,resolution_hours,priority
TK-260925,2026-04-24 23:00:00,53,Basic,Technical,Email,Seoul,52520,50,4,54,3.9,0,3.5,Low
TK-260926,2026-01-30 11:00:00,37,Silver,Cancellation,Email,Seoul,90301,59,2,190,4.5,1,6.7,High
TK-260927,2025-01-06 06:00:00,44,Basic,Technical,Chat,Seoul,35285,92,0,33,2.1,0,2.0,Low
TK-260928,2026-05-22 21:00:00,21,Basic,Delivery,Email,Busan,30587,51,3,66,4.5,0,4.3,Low
TK-260929,2026-05-29 04:00:00,26,Silver,Technical,App,Busan,55324,46,7,57,4.2,1,8.0,Low
TK-260930,2026-06-11 21:00:00,68,Basic,Technical,Phone,Busan,66304,68,6,81,2.0,1,5.5,High
TK-260931,2025-12-23 13:00:00,54,Silver,Technical,Chat,Seoul,85570,32,2,66,,0,5.2,Medium
TK-260932,2026-05-20 21:00:00,21,Silver,Account,App,Daejeon,72447,3,3,39,2.5,0,9.7,Medium
TK-260933,2026-06-15 14:00:00,70,Silver,Technical,Phone,Seoul,81134,64,3,126,2.6,0,3.5,Medium
TK-260934,2025-07-22 19:00:00,50,Basic,Cancellation,,Daejeon,57913,78,5,69,3.9,3,10.3,Medium
TK-260935,2026-01-15 21:00:00,38,Silver,Payment,Chat,Incheon,57744,8,5,81,2.7,1,11.1,Medium
TK-260936,2025-05-14 06:00:00,24,Basic,Technical,Chat,Daejeon,65043,38,1,88,2.7,0,6.1,Medium
TK-260937,2025-09-18 01:00:00,53,Gold,Technical,Chat,Seoul,134387,82,0,88,3.7,0,6.1,Medium
TK-260938,2026-06-09 12:00:00,34,Silver,Account,Phone,Seoul,82532,25,5,68,3.6,1,7.3,Medium
TK-260939,2025-04-21 00:00:00,27,Gold,Technical,Chat,Seoul,136090,74,0,66,3.5,0,2.3,Low
TK-260940,2026-05-15 04:00:00,33,Gold,Account,App,Seoul,143336,86,0,24,3.9,0,7.6,Low
TK-260941,2025-02-04 20:00:00,50,Silver,Payment,,Daejeon,106623,96,4,47,2.1,0,4.3,Medium
TK-260942,2026-07-23 22:00:00,53,Gold,Cancellation,App,Busan,143283,15,7,104,3.3,3,5.5,Medium
TK-260943,2025-08-16 10:00:00,45,VIP,Payment,Email,Seoul,234860,70,0,2,4.5,0,2.3,Medium
TK-260944,2025-08-11 23:00:00,40,Gold,Payment,Email,Incheon,123614,93,4,30,3.9,0,6.0,Medium
TK-260945,2025-11-13 21:00:00,21,Basic,Payment,Phone,Busan,57767,52,9,47,4.8,0,3.7,Medium
TK-260946,2025-03-02 09:00:00,72,Basic,Payment,App,Incheon,26637,57,4,64,3.0,1,9.5,Medium
TK-260947,2025-12-27 10:00:00,75,VIP,Delivery,Chat,Seoul,244201,88,7,2,2.3,0,10.4,High
TK-260948,2025-11-21 12:00:00,58,Basic,Delivery,Phone,Busan,36421,2,0,30,3.2,0,4.3,Medium
TK-260949,2025-12-09 04:00:00,36,Gold,Payment,App,Seoul,146128,88,4,32,4.1,1,3.3,Low
TK-260950,2025-09-25 16:00:00,42,Gold,Cancellation,App,Seoul,153886,29,8,83,3.1,0,6.8,Low
TK-260951,2025-09-27 22:00:00,51,Gold,Cancellation,Chat,Incheon,129799,25,0,59,2.6,3,1.7,Low
TK-260952,2025-05-28 14:00:00,56,Basic,Technical,Email,Daegu,46535,94,4,91,3.7,2,8.4,Medium
TK-260953,2025-07-03 00:00:00,73,VIP,Cancellation,Phone,Seoul,243756,93,2,92,2.5,0,11.4,Low
TK-260954,2025-06-27 06:00:00,30,Silver,Account,Phone,Seoul,80746,31,6,33,2.2,1,2.1,Medium
TK-260955,2025-04-23 08:00:00,33,Basic,Technical,Chat,Incheon,23067,17,4,72,4.1,2,3.5,Low
TK-260956,2026-06-28 10:00:00,19,Basic,Payment,Chat,Busan,50474,66,5,97,3.9,1,5.6,Medium
TK-260957,2025-10-10 16:00:00,53,Basic,Technical,Phone,Incheon,62152,87,6,83,4.5,0,5.4,Medium
TK-260958,2026-05-26 00:00:00,42,Gold,Delivery,Chat,Seoul,159164,94,0,82,3.6,0,7.6,Medium
TK-260959,2025-03-04 06:00:00,74,Basic,Technical,Phone,Busan,69872,92,1,62,3.9,2,8.9,Low
TK-260960,2025-04-10 04:00:00,66,Silver,Technical,App,Busan,97867,14,0,103,3.4,0,5.2,Medium
TK-260961,2025-11-21 23:00:00,70,Gold,Technical,App,Busan,136371,34,0,64,3.2,1,11.3,High
TK-260962,2025-05-19 14:00:00,20,Basic,Payment,Phone,Busan,48748,15,2,54,2.3,1,5.1,Low
TK-260963,2026-04-03 23:00:00,67,Silver,Technical,Chat,Incheon,104857,51,0,80,3.6,0,3.0,Medium
TK-260964,2026-02-26 04:00:00,29,Silver,Delivery,Chat,Daejeon,99786,21,4,47,4.9,1,6.4,Medium
TK-260965,2026-02-10 09:00:00,74,Gold,Payment,Email,Busan,153840,14,0,66,4.1,2,1.8,Medium
TK-260966,2025-12-01 23:00:00,57,Basic,Cancellation,Chat,Seoul,51737,41,0,80,3.2,1,1.7,Medium
TK-260967,2025-06-02 20:00:00,65,Silver,Payment,Email,Daegu,87940,95,4,18,4.3,0,3.3,Medium
TK-260968,2025-01-04 22:00:00,47,Basic,Technical,Chat,Seoul,25823,59,5,108,4.1,1,2.2,Medium
TK-260969,2026-06-10 23:00:00,73,Basic,Technical,Chat,Seoul,52443,41,3,149,2.8,2,11.7,High
TK-260970,2026-06-15 16:00:00,44,Basic,Payment,Email,Busan,51758,32,2,80,2.8,3,14.8,Medium
TK-260971,2025-12-01 06:00:00,59,Silver,Technical,Chat,Busan,102173,60,3,66,3.1,1,5.3,Medium
TK-260972,2025-01-21 23:00:00,70,Basic,Payment,App,Seoul,61653,79,3,74,4.4,0,8.2,Low
TK-260973,2025-12-16 14:00:00,37,Gold,Technical,Chat,Daejeon,117600,6,4,76,3.9,0,4.8,Medium
TK-260974,2026-06-02 07:00:00,27,Basic,Delivery,Phone,Seoul,53721,15,0,72,2.8,1,5.0,Low
TK-260975,2025-09-06 04:00:00,46,Gold,Payment,Phone,Seoul,125617,61,0,77,3.5,0,6.0,Low
TK-260976,2025-04-12 10:00:00,43,Silver,Account,Phone,Incheon,54207,88,6,70,3.8,0,3.0,Low
TK-260977,2025-12-02 22:00:00,61,VIP,Cancellation,Phone,Seoul,229044,15,0,73,4.5,0,4.8,Medium
TK-260978,2026-01-22 11:00:00,61,Basic,Payment,Email,Seoul,71191,94,1,111,4.3,1,8.5,Low
TK-260979,2025-12-13 17:00:00,69,Basic,Technical,Phone,Daejeon,32511,88,0,82,3.1,0,3.6,Medium
TK-260980,2025-03-07 02:00:00,25,Gold,Payment,Chat,Seoul,131729,75,5,23,4.0,0,7.3,Low
TK-260981,2025-06-07 13:00:00,68,Silver,Technical,Chat,Busan,88974,72,1,125,3.1,0,20.0,Low
TK-260982,2026-02-18 05:00:00,30,Gold,Payment,Email,Incheon,121499,50,1,36,4.5,0,4.1,Low
TK-260983,2026-06-02 15:00:00,72,Basic,Payment,Chat,Seoul,24472,39,1,92,3.9,1,3.8,Medium
TK-260984,2026-04-26 08:00:00,57,Silver,Cancellation,Email,Seoul,64215,69,1,124,2.2,0,11.6,Low
TK-260985,2025-06-20 20:00:00,60,Silver,Payment,Phone,Seoul,103267,3,2,85,3.3,0,2.6,Low
TK-260986,2025-03-11 13:00:00,70,Gold,Cancellation,Email,Daegu,138437,59,0,89,4.9,0,3.4,Medium
TK-260987,2025-04-17 22:00:00,64,Silver,Payment,Chat,Busan,75633,94,5,36,2.9,0,11.0,Low
TK-260988,2026-01-06 03:00:00,45,Silver,Technical,Chat,Busan,96085,51,6,132,3.0,0,9.9,Medium
TK-260989,2025-03-12 19:00:00,58,Silver,Cancellation,Email,Daejeon,65127,14,2,125,2.9,2,2.9,High
TK-260990,2026-03-19 07:00:00,41,Gold,Technical,App,Busan,137918,71,3,64,2.7,0,8.9,Medium
TK-260991,2026-05-25 11:00:00,35,Basic,Payment,Chat,Seoul,57920,89,2,53,3.2,4,13.1,Medium
TK-260992,2026-06-07 11:00:00,60,Silver,Account,Email,Daegu,85057,36,6,62,3.4,1,17.2,Low
TK-260993,2025-04-21 20:00:00,52,Gold,Payment,Phone,Seoul,132934,30,1,42,2.8,0,3.5,Medium
TK-260994,2026-02-18 08:00:00,21,Silver,Technical,Phone,Incheon,71165,18,5,95,4.4,1,2.8,Medium
TK-260995,2025-06-06 12:00:00,66,Silver,Technical,Phone,Daegu,99331,19,2,138,2.8,0,6.7,Medium
TK-260996,2026-06-03 05:00:00,52,Silver,Technical,App,Incheon,79039,35,4,16,3.8,0,8.2,Low
TK-260997,2026-05-06 11:00:00,19,Silver,Cancellation,App,Seoul,61366,15,5,125,4.1,0,4.2,Low
TK-260998,2026-06-01 20:00:00,60,Basic,Account,Chat,Daegu,47163,75,7,46,4.7,0,9.2,Medium
TK-260999,2026-04-17 12:00:00,55,Gold,Technical,Chat,Daegu,108885,19,1,97,2.7,0,6.0,High
TK-261000,2025-05-02 21:00:00,71,Basic,Technical,App,Seoul,27230,33,5,83,3.9,0,5.4,Low
TK-261001,2026-01-19 09:00:00,65,Gold,Payment,Email,Busan,125520,64,3,19,3.6,0,2.9,Medium
TK-261002,2025-03-22 09:00:00,64,Silver,Cancellation,App,Seoul,98383,78,6,61,3.5,0,5.3,Low
TK-261003,2025-05-06 02:00:00,54,Silver,Payment,App,Seoul,104464,16,5,71,3.0,0,10.1,Medium
TK-261004,2026-06-12 00:00:00,34,Basic,Account,Phone,Daegu,52322,25,3,93,4.0,3,8.0,Medium
TK-261005,2025-03-23 01:00:00,52,Silver,Payment,Chat,Seoul,93311,66,6,54,4.1,0,6.8,Medium
TK-261006,2026-03-10 00:00:00,71,Basic,Account,Chat,Seoul,71230,86,0,75,3.8,0,6.1,Low
TK-261007,2025-11-19 08:00:00,75,Basic,Account,App,Incheon,59236,55,0,93,4.0,2,5.9,High
TK-261008,2025-09-08 06:00:00,76,Basic,Delivery,App,Daegu,39886,68,2,93,4.6,0,15.4,Low
TK-261009,2026-04-27 11:00:00,62,VIP,Account,Chat,Incheon,220751,49,5,70,3.3,0,6.8,Medium
TK-261010,2025-10-19 03:00:00,76,Silver,Account,Chat,Daejeon,63620,15,8,96,2.4,2,5.8,Low
TK-261011,2026-05-05 22:00:00,33,VIP,Account,Chat,Incheon,193694,9,2,69,3.3,0,7.4,Low
TK-261012,2025-09-05 23:00:00,34,Basic,Payment,Phone,Daegu,64611,16,3,62,4.0,0,6.7,Low
TK-261013,2025-11-20 00:00:00,31,Basic,Payment,App,Busan,27239,91,4,48,2.4,0,3.2,High
TK-261014,2025-06-06 02:00:00,22,Basic,Cancellation,App,Daegu,36305,1,7,25,4.4,3,6.8,Medium
TK-261015,2025-03-06 20:00:00,52,Gold,Technical,Chat,Seoul,128448,44,4,68,5.0,1,3.3,Medium
TK-261016,2025-02-06 19:00:00,29,Basic,Account,Phone,Busan,47290,3,0,86,4.1,0,3.8,Medium
TK-261017,2025-08-20 15:00:00,69,Basic,Technical,Chat,Seoul,29989,86,0,54,4.7,0,8.1,Medium
TK-261018,2026-04-06 10:00:00,52,Basic,Technical,App,Seoul,70253,69,6,120,2.9,1,6.7,Medium
TK-261019,2025-10-26 11:00:00,23,Silver,Delivery,Phone,Seoul,106065,9,2,2,4.7,1,4.0,Medium
TK-261020,2025-07-25 14:00:00,23,Silver,Cancellation,Email,Seoul,61316,64,2,87,3.9,0,14.0,Medium
TK-261021,2025-07-15 17:00:00,73,Basic,Technical,Chat,Seoul,61598,73,0,73,2.6,0,4.6,Low
TK-261022,2025-08-05 20:00:00,43,Basic,Account,Email,Daegu,31095,19,6,61,3.5,0,12.6,Medium
TK-261023,2025-01-18 00:00:00,55,Silver,Account,Phone,Seoul,84485,81,0,85,3.5,4,4.1,High
TK-261024,2025-05-20 19:00:00,55,Silver,Account,App,Incheon,62445,48,0,75,3.4,0,4.8,Medium
TK-261025,2025-08-31 05:00:00,65,Basic,Technical,Email,Daegu,44530,85,2,82,3.6,0,7.2,Medium
TK-261026,2025-02-05 21:00:00,68,Basic,Delivery,Email,Incheon,25440,20,1,24,4.0,1,6.2,Low
TK-261027,2025-07-30 12:00:00,26,Silver,Payment,Email,Busan,98285,54,0,56,2.8,0,3.9,Medium
TK-261028,2025-12-02 02:00:00,36,Silver,Delivery,Chat,Incheon,84613,77,1,27,4.4,0,1.3,Medium
TK-261029,2026-07-25 05:00:00,75,Gold,Delivery,Chat,Daegu,135389,41,2,84,3.9,0,2.9,Medium
TK-261030,2025-05-01 20:00:00,43,Silver,Payment,App,Busan,63699,46,1,20,4.0,0,9.9,Medium
TK-261031,2025-04-21 23:00:00,35,Gold,Payment,Phone,Daegu,127831,30,1,60,3.6,0,3.0,Medium
TK-261032,2025-05-18 01:00:00,66,Silver,Delivery,Chat,Daejeon,55391,43,2,84,3.5,0,9.8,Medium
TK-261033,2025-04-25 10:00:00,67,Silver,Technical,Chat,Busan,,94,3,88,3.0,1,6.4,Low
TK-261034,2025-12-21 03:00:00,26,Silver,Payment,Email,Daegu,75446,58,11,73,3.7,0,4.1,Medium
TK-261035,2025-10-21 03:00:00,44,Basic,Delivery,Chat,Incheon,25449,25,0,80,3.6,1,4.4,Medium
TK-261036,2026-02-04 06:00:00,69,Gold,Cancellation,Chat,Busan,141478,54,0,105,2.7,1,4.6,Medium
TK-261037,2025-03-18 11:00:00,71,Basic,Technical,Chat,Daegu,40471,96,0,91,3.6,0,12.8,Medium
TK-261038,2026-01-14 10:00:00,57,Gold,Technical,Chat,Daegu,109946,83,3,89,5.0,0,7.0,Medium
TK-261039,2025-12-09 16:00:00,24,Silver,Account,Email,Busan,80739,27,5,44,3.6,0,7.1,Medium
TK-261040,2025-11-28 05:00:00,26,Gold,Technical,Phone,Busan,,70,0,71,4.7,0,4.8,Medium
TK-261041,2025-10-25 16:00:00,40,Basic,Account,Email,Seoul,64945,65,8,67,4.0,0,4.4,Medium
TK-261042,2025-09-02 03:00:00,66,VIP,Account,Phone,Daegu,226902,6,1,108,5.0,2,5.2,Low
TK-261043,2026-04-18 11:00:00,52,Gold,Technical,Phone,Daejeon,128755,88,9,78,3.2,0,9.2,Medium
TK-261044,2025-01-12 09:00:00,54,Silver,Technical,Email,Incheon,67465,55,1,86,2.7,0,6.6,Medium
TK-261045,2025-01-27 19:00:00,32,Basic,Account,Chat,Seoul,22198,54,2,71,3.2,0,10.9,Medium
TK-261046,2026-05-26 04:00:00,47,Silver,Delivery,Email,Seoul,68859,66,0,68,3.7,0,2.4,Medium
TK-261047,2025-09-17 15:00:00,18,Basic,Cancellation,Email,Incheon,71851,1,5,111,3.6,1,10.6,Medium
TK-261048,2026-03-15 08:00:00,20,Gold,Delivery,Email,Incheon,137170,48,1,21,3.3,0,3.2,Low
TK-261049,2025-02-09 06:00:00,39,Basic,Cancellation,Email,Seoul,44984,7,3,106,3.9,0,9.0,Medium
TK-261050,2025-11-22 12:00:00,35,Silver,Technical,Chat,Busan,84196,29,8,86,2.9,0,5.4,Low
TK-261051,2025-07-14 08:00:00,65,Basic,Account,Phone,Seoul,46349,87,8,23,4.4,3,2.4,Medium
TK-261052,2025-05-17 03:00:00,58,Gold,Technical,App,Busan,136317,73,0,69,3.0,0,12.2,High
TK-261053,2025-08-20 04:00:00,32,Gold,Payment,Chat,Seoul,142539,11,1,57,4.7,0,13.7,Low
TK-261054,2025-06-01 07:00:00,51,Silver,Technical,Phone,Daejeon,83367,60,1,97,3.7,0,2.1,High
TK-261055,2026-06-18 07:00:00,72,VIP,Payment,Chat,Seoul,215091,54,0,51,4.7,1,10.4,Low
TK-261056,2025-03-20 21:00:00,46,Gold,Technical,App,Seoul,147407,62,4,148,3.3,0,6.1,Medium
TK-261057,2026-04-04 00:00:00,54,Basic,Payment,Phone,Daegu,20536,74,1,32,2.5,0,1.6,Low
TK-261058,2025-12-02 06:00:00,27,Silver,Payment,Email,Seoul,83156,77,6,54,3.2,2,9.0,High
TK-261059,2025-08-07 22:00:00,59,VIP,Payment,Phone,Daejeon,228507,39,0,81,3.0,0,3.7,Medium
TK-261060,2025-01-07 00:00:00,26,VIP,Technical,Chat,Daegu,240553,19,7,108,4.0,1,7.9,Medium
TK-261061,2025-03-06 19:00:00,52,Silver,Account,Chat,Seoul,98277,14,3,59,3.5,0,2.3,Low
TK-261062,2025-11-06 01:00:00,71,Silver,Delivery,Email,Incheon,58546,1,3,41,2.2,0,3.9,Medium
TK-261063,2026-01-04 23:00:00,39,Basic,Delivery,App,Busan,48537,93,0,8,3.5,0,2.4,Low
TK-261064,2025-10-26 19:00:00,27,Basic,Payment,Email,Daegu,50375,49,1,95,1.7,2,3.5,High
TK-261065,2026-02-19 22:00:00,35,Silver,Cancellation,App,Incheon,75223,74,6,37,1.4,0,6.1,High
TK-261066,2025-01-25 06:00:00,39,Basic,Account,Email,Busan,30773,80,4,920,3.6,0,3.0,Low
TK-261067,2025-07-07 07:00:00,40,Basic,Payment,Phone,Seoul,39265,20,7,34,2.9,2,6.9,Medium
TK-261068,2026-05-18 20:00:00,47,Silver,Technical,Phone,Seoul,86455,91,3,45,4.7,0,6.4,High
TK-261069,2025-09-29 08:00:00,65,Basic,Payment,Chat,Busan,72585,76,5,18,3.7,0,3.8,Medium
TK-261070,2025-01-12 05:00:00,54,Gold,Delivery,Chat,Busan,130313,41,3,7,3.4,1,4.3,Low
TK-261071,2025-07-12 00:00:00,35,Gold,Technical,App,Busan,149041,83,4,72,3.0,0,3.7,Low
TK-261072,2026-06-29 19:00:00,19,Gold,Payment,Email,Seoul,144433,13,1,34,4.0,0,8.3,Low
TK-261073,2025-08-08 14:00:00,22,Gold,Account,Phone,Busan,151822,50,0,44,2.0,0,6.8,Low
TK-261074,2025-11-14 05:00:00,63,Basic,Cancellation,Email,Seoul,36891,61,3,82,4.2,0,4.4,Medium
TK-261075,2025-09-18 15:00:00,55,Gold,Account,Chat,Incheon,109524,78,6,67,3.2,1,5.4,Medium
TK-261076,2025-09-25 10:00:00,19,Basic,Delivery,Chat,Busan,47266,50,0,70,3.4,0,15.6,Medium
TK-261077,2025-04-23 07:00:00,50,Basic,Payment,Email,Seoul,33599,26,1,61,3.5,0,6.7,Low
TK-261078,2025-04-18 06:00:00,59,Basic,Account,Email,Seoul,51959,53,4,44,4.9,0,3.0,Low
TK-261079,2025-02-24 19:00:00,73,Silver,Payment,Email,Daegu,70474,54,0,24,3.0,1,1.2,Low
TK-261080,2026-02-11 13:00:00,43,Silver,Cancellation,App,Seoul,84040,67,3,35,3.3,0,7.7,High
TK-261081,2025-06-05 20:00:00,24,Gold,Payment,Email,Incheon,136658,95,0,46,4.5,0,6.0,Low
TK-261082,2025-09-29 16:00:00,59,Gold,Delivery,Email,Seoul,158267,13,1,2,2.7,1,4.5,Medium
TK-261083,2025-04-20 01:00:00,59,Basic,Payment,App,Seoul,46545,48,7,50,3.1,0,7.2,Low
TK-261084,2026-05-08 03:00:00,27,Basic,Technical,Phone,Seoul,40046,55,5,89,3.4,0,7.9,Medium
TK-261085,2025-06-24 14:00:00,21,VIP,Delivery,Chat,Busan,241509,28,6,99,4.0,0,2.1,High
TK-261086,2025-10-30 06:00:00,68,Basic,Account,Chat,Seoul,67762,3,0,101,3.1,1,3.5,Medium
TK-261087,2025-02-18 06:00:00,34,VIP,Technical,Email,Incheon,211626,22,0,50,3.8,1,4.9,High
TK-261088,2025-11-29 12:00:00,48,Silver,Delivery,App,Busan,60020,66,3,6,4.4,2,3.3,Low
TK-261089,2025-07-13 20:00:00,70,Basic,Delivery,Chat,Busan,32078,95,0,51,2.5,1,3.5,Medium
TK-261090,2025-06-29 06:00:00,33,Basic,Payment,Email,Seoul,33416,46,1,44,2.9,0,5.3,Medium
TK-261091,2026-06-11 17:00:00,21,Silver,Technical,Chat,Seoul,73956,16,0,86,3.3,1,5.1,Medium
TK-261092,2026-05-11 05:00:00,34,Gold,Delivery,Email,Seoul,146599,38,6,57,3.6,0,9.0,Medium
TK-261093,2026-01-18 22:00:00,29,Basic,Delivery,Phone,Seoul,56295,31,3,66,2.6,0,7.6,Low
TK-261094,2025-09-07 09:00:00,46,Silver,Delivery,Email,Seoul,65356,79,4,3,3.8,0,5.5,Low
TK-261095,2025-12-31 12:00:00,58,Basic,Technical,App,Daegu,65633,29,4,80,3.8,0,9.2,Low
TK-261096,2025-04-02 10:00:00,37,Gold,Technical,Email,Daejeon,155489,29,1,90,4.6,0,4.9,High
TK-261097,2026-04-03 00:00:00,58,Silver,Technical,Chat,Busan,57799,92,2,117,4.6,1,19.9,Medium
TK-261098,2025-10-15 04:00:00,43,Basic,Delivery,Chat,Seoul,47261,3,5,67,2.1,0,12.5,Medium
TK-261099,2026-02-16 00:00:00,69,Basic,Payment,Phone,Seoul,23267,71,3,38,4.2,2,2.9,Medium
TK-261100,2026-02-06 14:00:00,36,VIP,Technical,App,Daegu,217673,63,2,87,3.4,0,8.0,High
TK-261101,2025-11-04 14:00:00,19,VIP,Technical,Email,Daegu,229123,83,1,116,5.0,0,3.6,Low
TK-261102,2026-01-26 15:00:00,37,Basic,Payment,Email,Daejeon,64718,25,5,83,3.4,1,4.2,High
TK-261103,2025-05-15 06:00:00,61,Basic,Technical,Phone,Busan,72154,40,4,113,5.0,0,5.2,Medium
TK-261104,2025-05-15 15:00:00,31,Silver,Account,Chat,Daegu,62751,2,6,88,4.2,0,5.6,Medium
TK-261105,2025-04-27 02:00:00,25,Basic,Payment,App,Busan,44751,46,8,12,3.2,0,0.9,Low
TK-261106,2026-06-02 08:00:00,39,VIP,Technical,Email,Busan,221582,91,6,47,5.0,3,4.7,Medium
TK-261107,2025-08-22 19:00:00,63,Gold,Payment,Email,Daegu,149815,18,0,42,2.3,3,16.3,Medium
TK-261108,2026-01-22 05:00:00,63,Silver,Technical,Chat,Seoul,74825,54,7,87,4.4,2,4.7,Medium
TK-261109,2026-03-18 21:00:00,34,Basic,Cancellation,Chat,Seoul,31322,4,1,90,3.4,1,3.8,High
TK-261110,2025-09-11 16:00:00,50,Silver,Account,Phone,Daegu,71182,82,4,52,4.0,0,12.3,Medium
TK-261111,2025-07-22 03:00:00,36,Basic,Technical,Email,Seoul,72592,73,4,58,3.4,0,10.4,Medium
TK-261112,2025-07-16 05:00:00,25,Basic,Cancellation,Chat,Busan,38853,94,12,139,2.5,0,10.0,Medium
TK-261113,2025-09-12 09:00:00,66,Gold,Technical,Phone,Seoul,142119,50,3,53,4.4,1,1.8,Medium
TK-261114,2025-08-01 00:00:00,38,VIP,Cancellation,Chat,Daejeon,201317,68,4,135,4.2,0,9.7,High
TK-261115,2026-03-21 01:00:00,50,VIP,Payment,Chat,Seoul,221378,84,1,77,2.3,1,5.9,Medium
TK-261116,2025-11-20 09:00:00,32,Gold,Technical,Chat,Seoul,149755,12,2,29,3.9,0,7.0,Medium
TK-261117,2026-06-05 15:00:00,63,Gold,Cancellation,Email,Seoul,123405,25,0,59,1.2,0,5.4,High
TK-261118,2025-08-15 00:00:00,36,Silver,Account,Chat,Seoul,101715,13,4,55,3.6,1,17.3,Medium
TK-261119,2026-03-09 16:00:00,50,Silver,Account,Chat,Busan,105819,45,0,25,2.9,0,5.8,Medium
TK-261120,2025-09-20 13:00:00,57,Basic,Account,Phone,Busan,46958,6,11,37,2.5,1,2.4,Medium
TK-261121,2025-05-30 12:00:00,54,Basic,Cancellation,Phone,Seoul,62942,50,1,81,3.3,2,5.5,High
TK-261122,2026-01-23 08:00:00,39,Silver,Payment,Chat,Daegu,62368,96,4,45,1.7,3,9.4,High
TK-261123,2026-04-17 21:00:00,40,Basic,Payment,Chat,Daegu,36217,10,5,72,2.6,0,2.3,Medium
TK-261124,2025-05-19 02:00:00,62,VIP,Technical,Chat,Daejeon,242876,14,2,106,4.8,0,3.5,High
TK-261125,2026-07-01 11:00:00,32,Basic,Payment,App,Daejeon,49635,32,2,87,4.4,2,3.5,Low
TK-261126,2025-03-17 15:00:00,18,Silver,Payment,Chat,Seoul,68270,24,13,46,3.1,1,2.5,Medium
TK-261127,2025-08-13 21:00:00,18,Basic,Account,Chat,Daegu,56857,18,8,29,4.2,1,4.1,High
TK-261128,2025-12-04 18:00:00,49,Basic,Delivery,,Busan,45436,32,8,22,4.2,0,16.8,Medium
TK-261129,2026-03-03 09:00:00,62,Basic,Cancellation,Phone,Daegu,24703,76,9,111,4.1,2,7.5,High
TK-261130,2025-05-08 11:00:00,56,Gold,Delivery,Phone,Incheon,111380,7,6,101,5.0,0,11.1,Medium
TK-261131,2025-06-24 22:00:00,70,Basic,Cancellation,Email,Busan,26277,84,3,30,2.8,0,2.0,Low
TK-261132,2026-04-21 22:00:00,68,Silver,Account,Chat,Seoul,104992,80,4,33,2.2,1,5.8,Medium
TK-261133,2025-10-30 05:00:00,20,Basic,Cancellation,Phone,Seoul,28531,45,5,69,2.8,0,2.2,Medium
TK-261134,2025-09-15 07:00:00,60,Silver,Cancellation,App,Seoul,69481,40,6,47,4.3,3,4.5,Medium
TK-261135,2025-06-25 07:00:00,44,Basic,Delivery,Chat,Busan,70495,27,4,45,3.1,0,5.9,Medium
TK-261136,2025-08-04 07:00:00,43,Basic,Delivery,Phone,Seoul,56010,17,4,46,2.8,0,1.9,Medium
TK-261137,2026-01-06 16:00:00,35,Silver,Payment,Phone,Busan,59197,65,5,112,4.6,0,3.7,Medium
TK-261138,2026-04-13 23:00:00,53,Basic,Technical,Phone,Seoul,34818,62,7,119,1.9,0,3.5,Medium
TK-261139,2025-02-17 10:00:00,23,Silver,Payment,Email,Seoul,97152,88,9,113,4.3,0,2.6,Medium
TK-261140,2026-06-17 20:00:00,22,Basic,Cancellation,Phone,Seoul,23431,48,1,91,5.0,3,12.6,High
TK-261141,2026-02-28 03:00:00,61,Basic,Technical,Phone,Incheon,24248,1,6,76,4.8,0,7.6,High
TK-261142,2025-03-17 18:00:00,60,Gold,Account,App,Incheon,121817,88,6,32,3.7,0,2.8,Medium
TK-261143,2025-09-20 19:00:00,23,Basic,Technical,Phone,Busan,20286,55,1,109,3.2,2,10.4,Medium
TK-261144,2025-08-06 14:00:00,21,Basic,Delivery,Phone,Seoul,50470,47,4,72,1.7,0,11.5,Low
TK-261145,2026-03-05 09:00:00,24,Gold,Technical,Email,Incheon,116334,6,2,161,3.7,0,8.8,Medium
TK-261146,2025-04-25 07:00:00,28,VIP,Technical,App,Incheon,193248,70,2,62,3.5,0,13.1,Low
TK-261147,2025-03-17 14:00:00,65,Silver,Account,Phone,Incheon,72808,94,3,25,3.5,2,9.3,Medium
TK-261148,2025-05-05 00:00:00,70,Silver,Cancellation,Chat,Busan,69999,55,0,101,3.0,2,5.3,Medium
TK-261149,2025-12-19 03:00:00,73,Basic,Technical,Chat,Seoul,20788,55,1,115,5.0,0,2.8,Medium
TK-261150,2025-07-08 00:00:00,47,Gold,Account,Phone,Daegu,111004,79,2,54,3.9,1,3.9,Low
TK-261151,2026-03-20 15:00:00,58,Silver,Payment,,Daejeon,90581,67,3,39,3.7,0,3.9,High
TK-261152,2025-05-19 15:00:00,70,Basic,Cancellation,Email,Busan,65948,52,5,104,4.8,0,7.3,Low
TK-261153,2025-04-15 07:00:00,47,Basic,Account,Phone,Daegu,56160,37,3,57,1.6,0,17.1,Medium
TK-261154,2026-02-23 08:00:00,34,Basic,Payment,App,Busan,59574,95,8,31,,1,4.2,Low
TK-261155,2026-04-06 14:00:00,36,Basic,Cancellation,App,Daejeon,49475,23,4,82,2.9,0,7.8,Low
TK-261156,2026-04-23 04:00:00,43,Basic,Payment,Phone,Incheon,41306,7,5,98,3.1,0,8.6,Medium
