customer_id,signup_date,age,gender,region,service_tier,contract_type,payment_method,auto_payment,tenure_months,monthly_fee,support_calls_90d,late_payments_12m,weekly_usage_hours,monthly_usage_minutes,churn_risk
CUS-10804,2022-08-31,40.0,Female,Seoul,Premium,Monthly,Virtual account,Yes,68.0,68.4,4.0,0.0,5.3,369.0,No
CUS-10805,2021-10-01,42.0,Female,Busan,Basic,One-year,Card,No,65.0,64.1,1.0,1.0,12.4,829.0,No
CUS-10806,2022-12-27,46.0,Male,Busan,Premium,One-year,Bank transfer,No,63.0,30.5,0.0,0.0,4.0,308.0,No
CUS-10807,2023-06-23,46.0,Female,Daejeon,,Monthly,Virtual account,Yes,66.0,74.8,2.0,0.0,7.2,427.0,No
CUS-10808,2023-09-20,41.0,Male,Seoul,Standard,Monthly,Virtual account,No,30.0,70.8,4.0,0.0,8.6,580.0,Yes
CUS-10809,2022-05-19,39.0,Female,Daejeon,Standard,Two-year,Bank transfer,Yes,50.0,51.1,1.0,0.0,3.9,267.0,No
CUS-10810,2025-04-08,61.0,,Seoul,Standard,Two-year,Virtual account,Yes,54.0,35.1,1.0,1.0,11.9,843.0,No
CUS-10811,2023-07-26,39.0,Female,,Standard,Monthly,Card,No,16.0,33.9,4.0,2.0,,115.0,No
CUS-10812,2021-01-07,50.0,Female,Busan,Standard,One-year,Card,No,32.0,50.0,2.0,1.0,0.8,59.0,No
CUS-10813,2022-10-19,44.0,Male,Daegu,Standard,Monthly,Mobile pay,Yes,60.0,55.0,0.0,2.0,2.9,178.0,No
CUS-10814,2023-12-29,35.0,Female,Seoul,Standard,Monthly,Bank transfer,No,54.0,64.9,1.0,1.0,2.1,103.0,No
CUS-10815,2025-08-28,41.0,Female,Busan,Standard,Monthly,Bank transfer,Yes,70.0,69.0,5.0,0.0,5.5,400.0,No
CUS-10816,2022-06-18,37.0,Male,Daejeon,Standard,Two-year,Mobile pay,No,66.0,63.9,4.0,3.0,3.8,266.0,No
CUS-10817,2023-02-08,20.0,Female,Gwangju,Basic,Monthly,Mobile pay,No,16.0,53.4,2.0,0.0,2.1,151.0,No
CUS-10818,2025-07-20,53.0,Female,Seoul,Standard,Two-year,Card,No,50.0,39.1,3.0,0.0,4.8,320.0,No
CUS-10819,2022-06-04,31.0,Male,Daejeon,Standard,One-year,Card,Yes,57.0,99.9,3.0,1.0,2.1,163.0,No
CUS-10820,2024-11-15,42.0,Male,Daegu,Basic,Monthly,Bank transfer,No,16.0,46.0,1.0,0.0,5.2,379.0,No
CUS-10821,2024-04-01,57.0,Female,Busan,Basic,One-year,Card,Yes,6.0,87.6,2.0,1.0,1.6,108.0,No
CUS-10822,2024-08-28,18.0,Male,Daejeon,Standard,Monthly,Card,No,39.0,75.5,3.0,0.0,5.8,445.0,No
CUS-10823,2023-09-28,35.0,Female,Daegu,Premium,One-year,Card,No,6.0,23.5,1.0,0.0,3.8,253.0,No
CUS-10824,2021-05-02,43.0,Male,Seoul,Basic,Monthly,Card,No,9.0,38.7,1.0,1.0,7.9,505.0,Yes
CUS-10825,2024-07-13,44.0,Female,Busan,Basic,Monthly,Card,No,37.0,,2.0,2.0,3.6,277.0,No
CUS-10826,2021-05-01,39.0,Male,Seoul,Standard,Monthly,Card,No,70.0,,1.0,2.0,6.8,504.0,No
CUS-10827,2022-09-21,37.0,Male,Daejeon,Premium,Two-year,Card,No,37.0,70.0,4.0,0.0,7.9,672.0,No
CUS-10828,2021-12-31,31.0,Male,Seoul,Premium,Monthly,Card,Yes,28.0,65.4,2.0,1.0,5.9,389.0,No
CUS-10829,2025-04-29,48.0,Male,Busan,Basic,One-year,Card,Yes,15.0,41.9,2.0,2.0,8.3,533.0,No
CUS-10830,2021-11-19,73.0,Female,Busan,Standard,One-year,Bank transfer,Yes,65.0,55.6,0.0,2.0,2.9,232.0,No
CUS-10831,2023-07-11,47.0,Male,Daejeon,Basic,Monthly,Bank transfer,Yes,14.0,54.3,1.0,1.0,11.5,880.0,No
CUS-10832,2022-11-21,55.0,Male,Seoul,Standard,One-year,Virtual account,Yes,53.0,67.3,1.0,2.0,4.9,353.0,No
CUS-10833,2025-04-25,18.0,Female,Busan,Standard,Monthly,Mobile pay,No,40.0,50.6,2.0,1.0,3.8,220.0,No
CUS-10834,2025-11-25,49.0,Male,Daejeon,Standard,Monthly,Virtual account,No,55.0,45.1,0.0,1.0,0.8,57.0,No
CUS-10835,2021-07-07,64.0,Male,Busan,Basic,Two-year,Bank transfer,Yes,69.0,57.2,4.0,0.0,5.3,333.0,No
CUS-10836,2023-01-02,49.0,Male,Busan,Standard,One-year,Card,Yes,18.0,58.5,1.0,0.0,3.7,247.0,No
CUS-10837,2024-03-29,60.0,Male,Busan,Basic,Monthly,Mobile pay,Yes,47.0,53.9,1.0,1.0,1.3,82.0,No
CUS-10838,2023-09-12,57.0,,Seoul,Standard,Monthly,Card,Yes,68.0,55.4,1.0,1.0,1.9,146.0,No
CUS-10839,2024-07-13,53.0,Female,Seoul,Basic,One-year,Card,Yes,25.0,61.7,1.0,1.0,8.6,548.0,No
CUS-10840,2023-08-14,38.0,,Seoul,Basic,Monthly,Card,No,48.0,37.0,1.0,1.0,8.3,668.0,No
CUS-10841,2022-12-17,47.0,Female,Seoul,Standard,Monthly,Mobile pay,Yes,68.0,47.2,0.0,1.0,1.1,68.0,No
CUS-10842,2024-07-18,50.0,Male,Busan,Standard,Two-year,Bank transfer,Yes,67.0,33.8,2.0,0.0,5.9,490.0,No
CUS-10843,2024-11-12,18.0,Male,Daegu,Standard,Monthly,Card,No,62.0,64.4,4.0,0.0,4.3,275.0,Yes
CUS-10844,2023-12-10,47.0,Female,Busan,Premium,Monthly,Mobile pay,Yes,43.0,59.3,2.0,1.0,7.3,605.0,No
CUS-10845,2023-03-15,51.0,Male,Seoul,Standard,One-year,Card,No,54.0,,0.0,1.0,3.5,219.0,No
CUS-10846,,36.0,Male,Busan,Basic,Monthly,Bank transfer,Yes,58.0,87.2,1.0,1.0,1.5,81.0,No
CUS-10847,2024-09-26,43.0,Female,Seoul,Standard,One-year,Card,Yes,66.0,78.8,3.0,0.0,7.7,519.0,No
CUS-10848,2024-04-18,20.0,Female,Seoul,Basic,One-year,Mobile pay,No,34.0,44.4,5.0,0.0,2.7,210.0,No
CUS-10849,2022-09-01,40.0,Female,Busan,Standard,Two-year,Card,Yes,20.0,38.8,3.0,1.0,10.2,779.0,No
CUS-10850,2022-10-26,47.0,Male,Gwangju,Basic,One-year,Card,No,72.0,52.0,2.0,1.0,5.1,417.0,No
CUS-10851,2021-09-16,36.0,Female,Daegu,Premium,Monthly,Bank transfer,Yes,44.0,41.6,0.0,3.0,2.5,175.0,No
CUS-10852,2021-07-04,38.0,Male,Seoul,Standard,Monthly,Bank transfer,Yes,71.0,55.2,1.0,0.0,2.5,201.0,No
CUS-10853,2025-01-12,47.0,Female,,Basic,Monthly,Virtual account,No,25.0,45.0,3.0,1.0,12.9,880.0,No
CUS-10854,2022-12-17,36.0,Female,Busan,Premium,Monthly,Bank transfer,No,6.0,54.3,1.0,1.0,0.5,37.0,No
CUS-10855,2025-10-17,52.0,Female,Seoul,Basic,Monthly,,Yes,26.0,58.5,0.0,1.0,5.7,495.0,No
CUS-10856,2023-10-18,30.0,Female,Gwangju,Premium,Monthly,Card,No,60.0,47.8,1.0,0.0,2.0,164.0,No
CUS-10857,2023-06-01,40.0,Male,Gwangju,Premium,One-year,Mobile pay,No,45.0,78.0,3.0,0.0,2.0,132.0,No
CUS-10858,2022-11-23,41.0,Female,Daejeon,Basic,One-year,Bank transfer,Yes,27.0,39.1,4.0,1.0,8.0,558.0,Yes
CUS-10859,2022-01-14,18.0,Male,Seoul,Standard,Monthly,Bank transfer,Yes,39.0,57.5,2.0,1.0,9.7,619.0,No
CUS-10860,2024-06-07,43.0,Male,Busan,Premium,Monthly,Card,No,50.0,22.3,1.0,1.0,2.2,188.0,No
CUS-10861,2022-09-26,56.0,Male,Daejeon,Basic,Monthly,Card,Yes,37.0,37.9,2.0,1.0,10.0,744.0,No
CUS-10862,2022-01-04,,Female,Gwangju,Basic,Monthly,Bank transfer,No,66.0,68.5,2.0,1.0,9.1,616.0,No
CUS-10863,2023-11-07,33.0,Female,Daejeon,Premium,Monthly,Mobile pay,No,54.0,57.2,5.0,0.0,1.9,142.0,No
CUS-10864,2021-03-24,39.0,Male,Daejeon,Premium,One-year,Card,Yes,56.0,35.5,0.0,1.0,3.1,221.0,No
CUS-10865,2025-01-03,36.0,Male,Gwangju,,One-year,Bank transfer,No,65.0,68.7,2.0,0.0,7.1,553.0,No
CUS-10866,2021-10-28,22.0,Female,Busan,Premium,Monthly,Bank transfer,Yes,31.0,44.7,1.0,0.0,3.0,253.0,Yes
CUS-10867,2021-03-24,33.0,Male,Busan,Standard,Monthly,Virtual account,Yes,40.0,71.4,1.0,0.0,6.5,411.0,No
CUS-10868,2022-06-18,62.0,Female,Seoul,Premium,One-year,Card,Yes,10.0,32.3,1.0,0.0,1.0,74.0,No
CUS-10869,2021-03-13,39.0,Male,Seoul,Standard,Two-year,Card,Yes,51.0,70.1,0.0,1.0,8.8,498.0,No
CUS-10870,2024-08-06,37.0,Male,Seoul,Standard,Monthly,Card,No,4.0,75.0,1.0,1.0,4.3,283.0,Yes
CUS-10871,2021-10-10,40.0,Male,Gwangju,Standard,One-year,Mobile pay,No,33.0,98.6,3.0,1.0,8.7,680.0,No
CUS-10872,2022-02-10,18.0,Female,Daejeon,Standard,Two-year,Card,Yes,21.0,77.2,1.0,0.0,6.7,473.0,No
CUS-10873,2022-08-25,24.0,Male,Seoul,Basic,Two-year,Card,Yes,45.0,66.8,5.0,1.0,11.8,810.0,No
CUS-10874,2024-11-19,44.0,Male,Gwangju,Standard,Monthly,Bank transfer,Yes,69.0,72.3,4.0,1.0,3.4,257.0,Yes
CUS-10875,2021-01-02,41.0,Female,Busan,Standard,Monthly,Mobile pay,Yes,13.0,60.0,1.0,1.0,3.2,194.0,No
CUS-10876,2022-06-15,18.0,Male,Gwangju,Standard,Two-year,Card,No,29.0,36.1,1.0,0.0,3.0,264.0,No
CUS-10877,2021-02-04,61.0,Male,Busan,Basic,Two-year,Card,No,26.0,64.0,1.0,0.0,6.0,438.0,No
CUS-10878,2022-03-08,47.0,Male,Gwangju,Basic,Monthly,Bank transfer,No,29.0,31.0,1.0,2.0,2.5,2100.0,No
CUS-10879,2022-12-30,31.0,Male,Seoul,Premium,Monthly,Bank transfer,Yes,38.0,26.0,3.0,0.0,,343.0,No
CUS-10880,2025-05-09,18.0,Male,Seoul,Premium,Monthly,Mobile pay,Yes,27.0,53.0,0.0,0.0,4.9,311.0,No
CUS-10881,2024-01-26,56.0,Female,Busan,Standard,Monthly,Card,Yes,6.0,56.0,3.0,2.0,15.0,880.0,No
CUS-10882,2022-03-12,37.0,Male,Busan,Basic,Monthly,Card,No,65.0,33.5,2.0,2.0,2.9,226.0,Yes
CUS-10883,2024-05-01,39.0,Male,Seoul,Standard,Monthly,Mobile pay,No,43.0,53.0,1.0,3.0,0.8,58.0,Yes
CUS-10884,2023-04-01,45.0,Male,Seoul,Basic,Monthly,Virtual account,Yes,7.0,56.3,0.0,0.0,13.6,880.0,No
CUS-10885,2025-05-23,32.0,Female,Daegu,Basic,Monthly,Card,No,6.0,12.0,2.0,2.0,2.5,196.0,No
CUS-10886,2024-02-28,61.0,Female,Seoul,Standard,Two-year,Virtual account,Yes,8.0,39.9,1.0,1.0,3.3,250.0,No
CUS-10887,2025-05-19,29.0,Female,Seoul,Premium,Monthly,Card,Yes,47.0,62.0,0.0,1.0,,259.0,No
CUS-10888,2022-12-30,44.0,Male,Busan,Premium,Monthly,Bank transfer,Yes,62.0,51.1,3.0,0.0,7.7,628.0,No
CUS-10889,2024-12-05,50.0,Male,Busan,Basic,Monthly,Card,Yes,22.0,85.8,2.0,0.0,10.5,877.0,No
CUS-10890,2024-04-12,32.0,Male,Daejeon,Basic,Two-year,Card,Yes,12.0,60.2,1.0,0.0,4.7,346.0,Yes
CUS-10891,2024-04-02,32.0,Female,Daegu,Standard,Monthly,Card,No,68.0,54.8,0.0,3.0,0.7,40.0,No
CUS-10892,2023-06-30,35.0,Male,Daejeon,Standard,Two-year,Card,No,18.0,43.9,0.0,2.0,16.6,880.0,No
CUS-10893,2023-02-27,48.0,Male,Gwangju,Basic,Monthly,Bank transfer,No,20.0,96.4,2.0,0.0,6.8,492.0,Yes
CUS-10894,2025-04-23,29.0,Female,Daegu,Premium,Monthly,Bank transfer,No,23.0,71.9,2.0,0.0,4.5,307.0,No
CUS-10895,2022-04-06,37.0,Male,Seoul,Basic,Monthly,Card,Yes,18.0,59.0,1.0,0.0,2.5,165.0,No
CUS-10896,2025-06-21,28.0,Male,Gwangju,Standard,One-year,Virtual account,Yes,36.0,,3.0,0.0,13.3,786.0,No
CUS-10897,2024-06-22,21.0,Male,Daejeon,Basic,One-year,Bank transfer,No,21.0,77.9,2.0,0.0,2.0,145.0,No
CUS-10898,2022-07-15,51.0,Female,Seoul,Premium,Monthly,Card,Yes,7.0,70.1,2.0,0.0,6.9,500.0,Yes
CUS-10899,2021-01-26,19.0,Male,Seoul,Standard,Two-year,Card,No,53.0,59.8,3.0,1.0,8.2,521.0,No
CUS-10900,2023-08-01,31.0,Male,Gwangju,Basic,One-year,Bank transfer,Yes,14.0,48.6,4.0,0.0,0.6,40.0,No
CUS-10901,2025-06-17,37.0,Male,Seoul,Standard,Monthly,Card,Yes,67.0,83.0,2.0,1.0,3.4,217.0,No
CUS-10902,2024-06-14,64.0,Male,Seoul,Premium,Monthly,Card,Yes,49.0,67.7,0.0,0.0,5.7,410.0,No
CUS-10903,2022-04-12,42.0,Female,Seoul,Standard,Monthly,Bank transfer,Yes,38.0,36.1,5.0,0.0,4.9,308.0,No
CUS-10904,2025-10-13,33.0,Female,Daejeon,Basic,Monthly,Mobile pay,Yes,38.0,50.2,1.0,1.0,7.1,485.0,No
CUS-10905,2022-07-05,23.0,Female,Gwangju,Standard,Monthly,Bank transfer,Yes,13.0,97.2,1.0,1.0,3.3,228.0,No
CUS-10906,2021-01-02,46.0,Female,Daejeon,Basic,One-year,Card,Yes,24.0,103.2,5.0,0.0,5.0,295.0,No
CUS-10907,2022-12-26,45.0,Female,Busan,Premium,Monthly,Mobile pay,No,6.0,47.2,0.0,0.0,4.4,262.0,No
CUS-10908,2022-06-19,35.0,Female,Daegu,Standard,One-year,Card,Yes,51.0,62.7,0.0,3.0,5.2,404.0,No
CUS-10909,2021-03-03,21.0,Male,Daejeon,Basic,One-year,Mobile pay,Yes,41.0,41.3,2.0,1.0,4.6,301.0,No
CUS-10910,2022-04-06,38.0,Male,Daegu,Standard,Monthly,Card,Yes,23.0,33.0,3.0,1.0,19.9,880.0,No
CUS-10911,2022-12-22,54.0,Male,Seoul,Standard,Monthly,Virtual account,Yes,53.0,46.2,2.0,0.0,6.5,478.0,No
CUS-10912,2024-09-30,55.0,Female,Daegu,Standard,Monthly,Card,No,36.0,18.9,3.0,0.0,15.6,880.0,No
CUS-10913,2024-12-09,63.0,Female,Daejeon,Standard,One-year,Mobile pay,Yes,6.0,82.8,3.0,4.0,2.0,167.0,Yes
CUS-10914,2022-04-11,32.0,Female,Seoul,Premium,Monthly,Card,No,53.0,52.3,1.0,0.0,5.1,379.0,No
CUS-10915,2024-12-09,26.0,Female,Daegu,,Monthly,Bank transfer,No,19.0,78.7,1.0,0.0,5.3,388.0,No
CUS-10916,2024-07-23,44.0,Male,Busan,Standard,Monthly,Virtual account,Yes,40.0,84.8,4.0,0.0,6.3,386.0,No
CUS-10917,2025-10-31,,Female,Seoul,Standard,One-year,Mobile pay,No,50.0,81.4,3.0,2.0,2.6,202.0,No
CUS-10918,2023-06-02,46.0,Male,Busan,Basic,Monthly,Card,Yes,29.0,29.2,1.0,0.0,,50.0,No
CUS-10919,2024-11-18,38.0,Female,Daegu,Basic,One-year,Bank transfer,No,47.0,58.6,1.0,1.0,2.0,129.0,No
CUS-10920,2022-02-24,60.0,Male,Gwangju,Premium,Monthly,Card,Yes,64.0,43.2,1.0,0.0,6.3,401.0,No
CUS-10320,2021-06-12,24.0,Male,Seoul,Standard,Monthly,Mobile pay,Yes,24.0,70.0,3.0,1.0,6.8,508.0,Yes
CUS-10378,2021-09-03,18.0,Male,Daejeon,Basic,Two-year,Bank transfer,Yes,39.0,59.2,0.0,0.0,3.5,284.0,No
CUS-10539,2025-06-10,41.0,Female,Daegu,Standard,One-year,Bank transfer,Yes,50.0,67.9,2.0,1.0,7.6,440.0,No
CUS-10297,2022-02-25,52.0,Male,Gwangju,Basic,Monthly,Mobile pay,Yes,19.0,61.2,2.0,1.0,5.8,372.0,No
CUS-10532,2024-03-07,42.0,Male,Daegu,Standard,Monthly,Card,No,24.0,66.0,2.0,0.0,1.9,119.0,No
CUS-10071,2021-08-11,29.0,Male,Gwangju,Premium,One-year,Bank transfer,No,25.0,69.3,2.0,1.0,3.7,259.0,No
CUS-10494,2021-03-05,36.0,Male,Seoul,Premium,One-year,Card,No,53.0,40.8,1.0,1.0,4.2,319.0,No
CUS-10665,2022-08-22,26.0,,Gwangju,Standard,One-year,Card,Yes,22.0,66.6,3.0,1.0,7.4,639.0,Yes
